,VIVO4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP3,BRTP4,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,DURA4,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,PTIP4,ITSA4,ITUB4,KLBN4,LIGT3,RENT3,LAME4,LREN3,NATU3,NETC4,BNCA3,PCAR4,PETR3,PETR4,RSID3,SBSP3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP3,TNLP4,TMAR5,TCSL4,UBBR11,USIM5,VALE3,VALE5,ALLL11
2007-08-09,26.63,20.42,11.67,6.117,14.497307777404783,12.58967399597168,41.61,21.63,9.140889167785645,5.099782466888428,3.1225271224975586,15.354,1.282,4.563129901885986,7.71859073638916,12.72305965423584,52.44,10.863322257995604,9.584,19.98015022277832,593.716064453125,15.45655918121338,18.444520950317383,46.07604217529297,25.8,2.7580220699310303,8.294384956359863,,14.199898719787598,3.8869433403015137,3.439,4.190914154052734,7.75,29.61,30.84,57.08,13.346925735473633,10.060709953308104,502.4488830566406,9.052170753479004,9.11,8.977741241455078,5.38,49.92,43.65,42.28,26.17,41.07,5.96,20.8,18.54934883117676,21.929107666015625,25.19,25.26
2007-08-10,26.69,20.34,11.43,6.11,14.391767501831056,12.568297386169434,40.84,21.51,9.115846633911133,4.943017959594727,3.086592197418213,14.813,1.272,4.455135345458984,7.654784202575684,12.72305965423584,50.36,10.723773956298828,9.439,19.2774600982666,601.2730712890625,15.116744995117188,17.77007484436035,46.72886276245117,25.9,2.784940719604492,8.335806846618652,,14.199898719787598,3.8770980834960938,3.382,4.196901321411133,8.02,30.29,30.19,57.92,13.11165714263916,9.857583045959473,501.450439453125,9.15586280822754,9.02,8.89139175415039,5.17,48.97,42.93,41.97,26.17,39.65,5.7,20.81,17.86349105834961,21.30220603942871,24.37,24.48
2007-08-13,26.69,20.83,11.24,6.022,14.485796928405762,12.397310256958008,39.69,21.63,9.02068042755127,4.957141399383545,3.07155179977417,15.041,1.288,4.334973335266113,7.6568427085876465,12.786993980407717,49.51,10.605693817138672,9.32,19.68383407592773,611.1300048828125,14.809922218322754,17.350749969482422,46.31257247924805,26.2,2.733549118041992,8.16911506652832,,14.346968650817873,3.8593766689300537,3.357,4.119070529937744,7.72,29.7,30.17,55.78,13.156903266906738,9.9571533203125,499.2316284179688,9.160012245178224,9.09,8.815301895141602,5.13,46.87,42.5,41.99,26.22,39.76,5.66,20.81,17.855249404907227,21.429054260253903,24.41,23.61
2007-08-14,26.55,20.66,10.89,5.912,13.66258430480957,11.969813346862791,38.62,20.4,8.815325736999512,4.8780517578125,2.925288200378418,14.246,1.264,3.8482394218444815,7.551868915557861,12.473712921142578,48.18,9.641736030578612,8.648,19.45525360107422,585.8306274414062,14.285360336303713,16.802391052246094,45.413761138916016,26.09,2.699287176132202,8.07010269165039,,14.042685508728027,3.719572067260742,3.201,3.8915648460388175,7.75,28.74,28.72,53.91,13.0980806350708,9.807799339294434,483.699951171875,8.70792007446289,8.73,8.601568222045898,4.97,44.41,41.48,40.29,25.48,39.45,5.45,20.54,17.311182022094727,20.48749351501465,23.22,23.47
2007-08-15,26.05,19.94,10.52,5.714,12.954508781433104,11.418342590332031,38.44,19.83,8.549860954284668,4.632314205169678,2.8918519020080566,12.96,1.245,3.521214008331299,6.854108810424805,11.987805366516112,45.82,9.42275047302246,8.384,17.778945922851562,570.7166137695312,13.833373069763184,15.981338500976562,44.19326400756836,25.63,2.601398706436157,7.70943021774292,,13.61668872833252,3.48525333404541,3.016,3.7718236446380615,7.41,27.89,27.4,49.95,12.785900115966797,9.590727806091309,441.5426330566406,8.658148765563965,8.51,8.29720687866211,4.81,44.65,40.51,39.26,25.55,39.37,5.52,19.87,16.48849105834961,19.63374710083008,22.02,22.55
2007-08-16,25.21,19.16,10.61,5.646,13.048537254333496,10.901076316833496,39.21,19.9,7.913757801055908,4.273591995239258,2.8918519020080566,12.791,1.245,3.521214008331299,6.38687801361084,11.44435977935791,45.35,9.875747680664062,8.401,17.778945922851562,549.6884765625,13.526551246643066,15.394864082336426,41.15621948242188,23.7,2.7269415855407715,7.620532512664795,,12.475625038146973,3.34741759300232,2.897,3.640108823776245,7.27,27.5,26.33,46.82,12.600401878356934,9.359724044799805,421.5733947753906,8.606305122375488,8.0,7.926162242889404,4.74,42.7,41.08,38.79,24.31,38.81,5.44,19.5,15.581716537475586,19.389820098876957,21.84,22.62
2007-08-17,25.87,18.86,10.34,5.707,13.144481658935549,10.772828102111816,39.69,20.44,8.464714050292969,4.625251770019531,2.917762517929077,13.493,1.236,3.4375574588775635,6.434218883514404,12.275513648986816,45.35,10.197782516479492,8.673,18.37157821655273,578.2736206054688,13.480361938476562,15.576679229736328,42.18748474121094,24.85,2.5769267082214355,7.880176067352295,,12.724123001098633,3.4458718299865723,3.033,3.921499729156494,7.21,27.93,27.39,46.98,12.274645805358888,9.319897651672363,437.1050415039063,8.608375549316406,8.49,7.991140842437744,4.74,40.97,40.62,37.69,24.98,39.11,5.52,19.4,16.305484771728516,19.70935821533203,22.25,22.43
2007-08-20,26.98,20.01,10.61,5.782,13.088833808898926,11.157575607299805,39.48,20.47,8.66506290435791,4.786253452301025,3.028918981552124,14.288,1.262,3.4223473072052,6.849992275238037,12.147644996643066,45.11,10.476880073547363,9.065,17.94827651977539,562.8310546875,13.872445106506348,15.922954559326172,40.31417083740234,25.05,2.660132884979248,8.001407623291016,,12.67340850830078,3.564016103744507,3.057,4.035252094268799,7.05,26.98,28.16,47.24,12.306315422058104,9.314542770385742,443.6505432128906,9.22844696044922,8.71,8.146738052368164,4.91,39.09,40.54,37.56,24.53,38.16,5.59,20.05,16.58576202392578,19.799617767333984,22.45,22.91
2007-08-21,26.22,20.25,11.01,5.782,13.142563819885254,11.11910343170166,39.49,21.08,8.66506290435791,4.759420871734619,3.028082847595215,14.458,1.306,3.575972557067871,6.998189449310303,12.339447975158691,44.88,10.451116561889648,9.116,17.2032470703125,588.458984375,14.201398849487305,16.218921661376953,41.53466796875,25.8,2.6430013179779053,8.20850944519043,,12.74440574645996,3.544325351715088,3.139,4.107097148895264,7.17,26.0,28.84,47.22,12.333463668823242,9.25817584991455,443.2067260742188,9.33213710784912,9.12,8.250186920166016,4.94,40.95,41.71,38.79,25.04,38.46,5.8,20.24,16.735795974731445,20.258203506469727,23.04,22.43
2007-08-22,27.54,20.51,11.88,5.912,13.777718544006348,11.627814292907717,41.62,23.76,8.915496826171875,4.782015800476074,3.116683959960937,14.813,1.333,3.612477779388428,7.201960563659668,12.269122123718262,45.34,10.519818305969238,9.226,17.406436920166016,590.430419921875,14.902494430541992,17.240007400512695,41.72389221191406,26.5,2.7971770763397217,8.415616035461426,,13.7434720993042,3.62112021446228,3.189,4.14301872253418,7.27,28.25,29.81,49.52,12.885435104370115,9.777549743652344,465.8385620117188,9.59343433380127,9.11,8.677656173706055,5.16,40.17,42.11,39.12,25.55,39.76,5.95,20.97,17.64092254638672,21.526626586914062,24.32,22.42
2007-08-23,28.06,20.58,11.4,5.844,14.334206581115724,11.627814292907717,44.04,25.29,8.880435943603516,4.787665843963623,3.0840847492218018,14.754,1.343,3.612477779388428,7.101102828979492,11.764033317565918,44.68,10.214959144592283,8.826,17.355640411376953,560.5311279296875,14.855976104736328,16.929243087768555,40.67370223999024,26.3,2.814307451248169,8.393396377563477,,13.6876859664917,3.544325351715088,3.201,4.190914154052734,6.98,29.2,28.82,49.71,12.973661422729492,9.811773300170898,467.6136169433594,9.74689769744873,9.23,8.787944793701172,5.38,39.44,42.05,39.95,25.67,39.18,5.88,20.59,17.616193771362305,21.929107666015625,24.8,22.13
2007-08-24,29.23,20.76,11.67,5.933,14.833115577697754,12.055316925048828,45.02,25.45,8.915496826171875,4.911947250366211,3.134232759475708,15.659,1.331,3.694614171981812,7.2040181159973145,11.57222843170166,46.2,10.953492164611816,9.09,17.355640411376953,574.0023193359375,15.151703834533691,17.225204467773438,41.61035919189453,26.75,2.828991651535034,8.53584098815918,,13.652188301086426,3.73138689994812,3.258,4.16696834564209,7.02,29.35,29.12,51.54,13.152374267578123,10.00502872467041,491.3548278808594,9.840219497680664,9.45,9.019635200500488,5.46,40.81,43.74,42.3,25.79,40.42,5.94,20.81,18.138826370239254,22.60478401184082,25.56,23.21
2007-08-27,28.78,20.8,11.4,5.939,15.159329414367676,12.085240364074709,44.52,24.79,8.850384712219238,4.858280181884766,3.1007964611053467,16.31,1.324,3.8604073524475098,7.164909839630127,12.166827201843262,46.2,10.60998821258545,9.09,17.228649139404297,571.3737182617188,14.9523344039917,17.047624588012695,41.13730239868164,26.5,2.836332082748413,8.536852836608887,,13.81954288482666,3.8889122009277344,3.217,4.190914154052734,6.98,29.05,28.89,50.91,13.120707511901855,9.968795776367188,474.8247375488281,9.549887657165527,9.73,9.078624725341797,5.42,40.17,43.26,44.25,25.85,41.65,5.96,20.7,18.13553047180176,23.173141479492188,25.96,23.21
2007-08-28,29.23,20.37,11.4,5.782,14.608606338500977,11.777436256408691,42.34,24.09,8.725167274475098,4.67185640335083,3.0339362621307373,15.295,1.304,3.5653254985809326,6.998189449310303,11.668130874633787,45.25,10.348066329956056,8.937,17.778945922851562,545.0885009765625,14.543635368347168,16.56816291809082,41.33598709106445,25.95,2.7604682445526123,8.258010864257812,,13.337759971618652,3.800304412841797,3.164,4.09512186050415,6.79,28.3,28.2,49.76,12.883177757263184,9.693001747131348,445.8693237304688,9.59758472442627,9.41,8.805896759033203,5.38,40.9,41.91,42.68,25.55,41.07,5.99,19.96,17.484294891357422,22.07546043395996,24.86,22.48
2007-08-29,30.21,20.89,11.59,5.83,15.14013957977295,11.7133150100708,42.79,24.7,8.955567359924316,4.766480922698975,3.0882647037506104,16.014,1.324,3.478626251220703,7.080521106719971,11.904691696166992,45.96,10.983549118041992,9.346,18.32925033569336,530.6317749023438,14.935714721679688,17.11865997314453,41.818504333496094,26.5,2.792280912399292,8.233771324157715,,13.875329971313477,3.8770980834960938,3.258,4.071174621582031,6.79,28.7,28.36,50.24,13.052834510803224,9.982881546020508,464.50726318359375,9.850586891174316,9.5,9.105127334594728,5.55,42.14,42.52,42.94,25.67,42.71,6.07,19.87,17.987150192260742,22.88042449951172,25.88,22.44
2007-08-30,30.11,21.2,11.51,5.769,15.310924530029297,11.969813346862791,41.9,24.62,9.010663032531738,4.731173992156982,3.01137113571167,15.735,1.301,3.3615052700042725,6.89527702331543,11.412392616271973,44.67,10.519818305969238,9.133,18.24458885192871,499.7466430664063,15.052020072937012,17.210407257080078,40.57908630371094,26.45,2.7702577114105225,8.253972053527832,,13.692758560180664,3.879068613052368,3.164,4.059201240539551,6.64,28.7,28.64,50.16,13.236078262329102,10.087565422058104,468.057373046875,9.769710540771484,9.6,9.275260925292969,5.34,40.43,42.97,43.43,26.54,42.5,6.09,20.1,18.489994049072266,22.97800064086914,25.92,22.04
2007-08-31,31.32,21.69,12.08,6.07,15.926892280578612,12.055316925048828,42.99,25.88,9.065759658813477,4.801787853240967,3.01137113571167,16.166,1.374,3.31587290763855,7.228719234466553,11.859935760498049,45.91,10.901966094970703,9.558,18.625566482543945,519.1320190429688,15.949162483215332,18.201889038085938,41.15621948242188,26.5,3.1764962673187256,8.688394546508789,,13.692758560180664,3.839686632156372,3.217,4.050817966461182,6.82,29.5,28.64,51.3,13.799365997314451,10.508302688598633,488.1376037597656,9.912802696228027,9.88,9.51891803741455,5.38,40.48,45.42,45.74,27.39,43.68,6.24,20.81,19.268177032470703,23.65611267089844,26.56,22.33
2007-09-03,30.93,21.62,11.83,6.145,15.9652738571167,12.204930305480955,43.59,24.97,8.790279388427734,4.787665843963623,3.01137113571167,16.505,1.353,3.451246976852417,7.092869758605957,12.24993896484375,47.52,10.927730560302734,9.473,18.134525299072266,528.003173828125,15.74979019165039,17.89112091064453,40.68315887451172,26.47,3.1764962673187256,8.688394546508789,,14.19482421875,3.898759603500366,3.357,4.090334892272949,6.99,29.6,28.64,51.4,13.867228507995604,10.556614875793455,506.9974365234375,9.709567070007324,9.77,9.669388771057127,5.38,40.81,44.67,45.55,26.47,42.14,6.34,21.19,19.240142822265625,23.885406494140625,26.94,22.43
2007-09-04,32.07,21.32,11.77,6.11,15.871241569519045,11.9142427444458,44.43,25.62,8.765236854553223,4.731173992156982,3.1659963130950928,16.632,1.331,3.475584030151367,7.117570877075195,12.179610252380373,48.84,10.798917770385742,9.473,18.87955665588379,528.331787109375,15.849472045898438,17.90592384338379,40.68315887451172,26.42,2.8975131511688232,8.572208404541016,,14.052825927734377,3.8889122009277344,3.394,4.125057697296143,7.17,29.27,28.65,50.16,14.13869285583496,10.560639381408691,510.2146911621094,9.846439361572266,9.9,9.66084098815918,5.34,42.7,45.45,44.88,26.61,43.02,6.39,20.87,19.4083194732666,24.39277648925781,27.48,22.62
2007-09-05,30.61,21.22,12.06,5.946,15.735000610351562,11.687664985656738,44.34,25.94,8.50478458404541,4.851217746734619,3.1659963130950928,16.056,1.322,3.369110107421875,6.854108810424805,11.923871994018556,47.71,10.399590492248535,9.175,18.752559661865234,515.8462524414062,15.500592231750488,17.725385665893555,39.595123291015625,26.5,3.0553598403930664,8.33681583404541,,13.895611763000488,3.682159900665283,3.324,4.0065131187438965,6.94,29.48,28.16,48.6,14.082135200500488,10.767985343933104,510.2146911621094,9.848514556884766,9.54,9.763433456420898,5.14,41.11,45.5,43.69,26.29,41.58,6.5,20.54,18.943384170532227,23.831743240356445,27.11,22.33
2007-09-06,29.28,20.88,12.05,5.905,16.406614303588867,11.546592712402344,44.72,25.24,8.414626121520996,4.84274435043335,3.1659963130950928,15.836,1.353,3.34629487991333,6.823234558105469,11.764033317565918,47.33,10.773152351379396,9.439,18.87955665588379,519.1320190429688,15.517200469970703,17.4915771484375,38.41247177124024,26.4,3.0365142822265625,8.305501937866211,,13.875329971313477,3.506910562515259,3.275,3.9526312351226807,6.71,29.19,28.18,48.29,14.29704475402832,10.886758804321287,504.7786254882813,9.77800464630127,9.55,9.883123397827148,5.24,39.27,45.79,45.24,25.71,43.02,6.46,20.29,18.795001983642575,24.641582489013672,28.04,22.03
2007-09-10,28.33,20.3,11.53,5.659,15.735000610351562,11.196051597595217,43.9,23.49,8.114106178283691,4.69586706161499,3.1659963130950928,15.007,1.288,3.2261321544647217,6.602997779846191,11.124685287475586,44.88,10.176315307617188,9.014,17.406436920166016,492.8468017578125,14.869268417358398,16.929243087768555,35.1956672668457,25.81,2.931530714035034,8.021608352661133,,13.287044525146484,3.286375999450684,3.098,3.878392219543457,6.36,28.3,27.59,46.82,13.959980964660645,10.629085540771484,478.1529541015625,9.43790054321289,9.2,9.60954475402832,5.08,36.46,44.28,43.22,24.8,42.58,6.42,19.3,18.33172416687012,23.904918670654297,27.15,21.0
2007-09-11,29.32,20.55,11.81,5.666,16.11878204345703,11.328573226928713,44.59,24.22,8.094071388244629,4.766480922698975,3.1659963130950928,15.439,1.314,3.572930097579956,6.668862342834473,11.827969551086426,48.06,10.691571235656738,9.32,17.23711395263672,523.4032592773438,14.7928466796875,16.944040298461914,34.96859359741211,26.38,2.958449602127075,8.082229614257812,,13.763758659362791,3.266687393188477,3.07,4.011305332183838,6.66,27.7,26.44,46.49,14.389795303344728,10.931048393249512,484.809326171875,9.50633716583252,9.68,9.98913860321045,5.3,37.18,45.21,43.09,25.74,41.85,6.46,19.45,18.811487197875977,24.58304023742676,27.94,22.22
2007-09-12,28.9,20.99,11.99,5.659,16.11878204345703,11.328573226928713,43.94,23.71,8.16919994354248,4.718463897705078,2.962893009185791,15.084,1.296,3.604872941970825,6.726494789123535,12.30747890472412,47.71,10.99213695526123,9.312,17.017000198364258,524.7175903320312,14.869268417358398,16.929243087768555,34.637451171875,26.65,2.7090775966644287,8.064043045043945,,13.692758560180664,3.2883453369140625,3.119,3.9753828048706055,6.66,27.27,25.89,45.83,14.432779312133787,10.951179504394531,485.9187927246094,9.466933250427246,9.3,9.780532836914062,5.2,37.86,46.17,42.33,25.12,40.43,6.39,19.96,18.54770278930664,24.75379180908203,28.0,22.62
2007-09-13,29.56,20.93,12.11,5.858,16.120698928833008,11.807361602783203,43.56,23.78,8.364541053771973,4.780603408813477,2.925288200378418,14.957,1.346,3.863449811935425,6.705911159515381,12.94683074951172,47.24,10.927730560302734,9.286,16.847675323486328,543.1171875,14.510412216186523,16.56224822998047,35.37542724609375,27.4,2.691946268081665,8.240837097167969,,13.880398750305176,3.34741759300232,3.131,4.044832706451416,6.69,28.3,26.15,46.59,14.602442741394045,10.977347373962402,488.1376037597656,9.458638191223145,9.3,9.756592750549316,5.19,39.11,47.2,42.33,25.23,40.81,6.52,20.64,18.66310691833496,25.636808395385746,28.89,23.26
2007-09-14,29.82,20.64,12.26,5.851,16.828773498535156,11.95271110534668,43.61,23.84,8.354523658752441,4.90064811706543,3.0339362621307373,15.041,1.316,3.893871068954468,6.71002721786499,13.234538078308104,48.37,11.035076141357422,9.439,16.76300811767578,556.259765625,14.696481704711914,16.69246482849121,36.88922119140625,27.3,2.7678098678588867,8.243866920471191,,13.895611763000488,3.4458718299865723,3.098,3.9765796661376953,6.5,27.91,26.62,45.85,14.308356285095217,11.122292518615724,485.6968688964844,9.500115394592283,9.09,9.677938461303713,5.29,41.3,47.53,41.52,25.05,41.86,6.64,20.86,18.49823760986328,25.0318660736084,28.5,22.55
2007-09-17,29.12,20.49,12.26,5.817,16.598506927490234,11.585071563720703,43.06,24.25,8.16919994354248,4.787665843963623,3.0339362621307373,14.813,1.245,3.688530206680298,6.596821308135986,13.20256805419922,47.48,10.73880100250244,9.099,17.135517120361328,591.4161987304688,14.370855331420898,16.497129440307617,37.28659439086914,27.03,2.950373888015747,8.082229614257812,,13.58625602722168,3.554170608520508,3.061,3.9155116081237793,6.79,26.97,26.71,45.26,14.36038589477539,10.969297409057615,467.6136169433594,9.33213710784912,9.33,9.72838020324707,5.16,41.54,48.01,42.33,24.9,41.79,6.6,20.66,18.29215240478516,25.295310974121094,28.71,22.44
2007-09-18,30.16,20.47,12.5,6.117,17.75943946838379,12.012563705444336,44.51,25.43,8.50979232788086,4.959965705871582,3.0339362621307373,15.617,1.278,3.787398338317871,6.8582258224487305,13.73962688446045,49.31,11.12095069885254,9.439,17.355640411376953,591.4161987304688,14.98556423187256,17.313993453979492,38.38408660888672,27.44,3.090354681015014,8.536852836608887,,14.027467727661133,3.652623414993286,3.283,4.059201240539551,7.32,27.7,27.4,45.68,14.93045711517334,11.444384574890137,499.0096740722656,9.591361045837402,9.55,10.04556369781494,5.4,43.05,49.01,43.36,25.18,43.02,6.89,21.45,19.20552444458008,26.924747467041016,30.6,23.63
2007-09-19,29.9,21.05,12.64,6.206,17.79781723022461,12.055316925048828,45.59,25.56,8.439669609069824,4.9712629318237305,3.0740506649017334,16.141,1.272,3.741765975952149,6.874692440032959,13.886672973632812,50.02,10.979255676269531,9.541,17.000059127807617,593.3875732421875,15.108508110046388,17.210407257080078,42.48078918457031,27.4,2.809412240982056,8.65404224395752,,14.098469734191896,3.642777442932129,3.484,4.1789422035217285,7.21,27.5,27.77,45.66,14.99832248687744,11.4162015914917,514.6522827148438,9.543665885925291,9.68,10.23365306854248,5.59,46.32,49.42,42.52,25.3,42.38,6.81,21.66,19.83367347717285,27.24185562133789,30.65,24.54
2007-09-20,29.19,21.23,12.47,6.199,18.229568481445312,11.841564178466797,45.84,25.16,8.439669609069824,4.887937545776367,3.1425938606262207,15.904,1.212,3.718950271606445,6.936441898345947,13.944215774536133,47.66,10.944904327392578,9.618,17.270977020263672,609.15869140625,15.384295463562012,17.75794792175293,41.15621948242188,27.15,2.811861038208008,8.577256202697754,,14.453468322753906,3.6447460651397705,3.48,4.322629451751709,7.16,27.26,27.68,44.75,14.932721138000488,11.404123306274414,506.9974365234375,9.585140228271484,9.56,10.012222290039062,5.47,43.97,49.47,42.33,24.4,40.96,6.71,21.58,19.536909103393555,27.46626663208008,30.71,24.6
2007-09-21,29.53,21.62,12.57,6.199,18.081811904907227,11.978365898132324,48.01,25.38,8.494767189025879,4.8865251541137695,3.1074860095977783,16.344,1.217,3.785876274108887,6.911742210388184,14.065690994262695,49.13,11.249763488769531,9.916,17.60962677001953,598.9732055664062,15.54710578918457,17.683948516845703,40.73992538452149,27.2,2.8485686779022217,8.627779960632324,,15.214176177978516,3.642777442932129,3.501,4.311853408813477,7.59,28.6,28.16,45.68,15.507317543029783,11.510815620422363,515.3179931640625,9.69297981262207,9.44,10.172950744628906,5.69,43.51,50.02,43.69,25.3,42.97,6.86,21.84,19.668800354003903,27.66140937805176,30.88,25.26
2007-09-24,28.89,21.22,12.72,6.315,18.91078758239746,12.11516571044922,46.94,25.35,8.705132484436035,4.957141399383545,3.251242160797119,16.116,1.254,3.726555347442627,7.306931495666504,13.809954643249512,48.74,11.46875,10.044,17.778945922851562,613.4299926757812,15.69995403289795,17.707630157470703,39.72758102416992,27.5,2.85590934753418,8.75002384185791,,15.26488971710205,3.721541166305542,3.509,4.322629451751709,7.41,28.99,27.96,46.5,15.835333824157717,12.06240463256836,529.1854248046875,9.89206314086914,9.81,10.490132331848145,5.75,42.34,50.69,41.1,25.45,42.22,6.78,21.95,20.2788143157959,28.929828643798828,32.51,25.19
2007-09-25,30.03,20.96,12.61,6.336,18.80524063110352,12.269061088562012,46.26,25.34,8.735184669494629,4.943017959594727,3.251242160797119,16.056,1.251,3.652024745941162,7.389265060424805,14.257495880126951,48.65,11.442985534667969,10.112,17.77048110961914,617.7013549804688,15.683338165283203,17.754980087280273,42.29156494140625,27.39,3.163036108016968,8.759114265441895,,15.351104736328123,3.6920042037963863,3.562,4.430395603179932,7.36,29.2,28.75,46.34,15.563875198364258,11.899340629577637,551.9283447265625,9.956351280212402,9.99,10.720112800598145,5.74,44.51,49.88,40.11,25.74,42.71,6.67,22.1,20.460174560546875,29.051794052124023,32.62,25.09
2007-09-26,29.68,21.0,12.47,6.541,18.83978271484375,12.653803825378418,47.44,25.7,8.720158576965332,5.070124626159668,3.33148193359375,16.344,1.262,3.6915712356567374,7.436605453491211,14.717830657958984,49.13,11.644794464111328,10.299,17.465696334838867,621.9727172851562,15.71656322479248,17.84673500061035,41.90365219116211,27.9,2.8852758407592773,9.10260772705078,,15.340956687927246,3.703819751739502,3.574,4.394473552703857,7.16,29.51,29.89,46.47,15.683770179748535,11.941612243652344,574.1163330078125,10.142995834350586,10.23,10.77226448059082,5.9,44.85,49.23,40.38,26.23,43.09,6.74,22.62,20.88883399963379,29.573806762695312,33.2,25.09
2007-09-27,30.26,21.57,12.79,6.726,19.19862365722656,13.166791915893556,47.28,25.46,8.700122833251953,5.168983459472656,3.33398985862732,16.589,1.285,3.741765975952149,7.3398661613464355,16.04767608642578,50.26,11.66626262664795,10.359,17.09318733215332,643.0007934570312,15.836188316345217,18.050952911376957,42.76462936401367,28.71,2.995401620864868,9.395586967468262,,15.569170951843262,3.7865207195281982,3.722,4.442368507385254,7.13,30.5,31.42,46.47,16.01178741455078,11.983888626098633,576.8898315429688,10.26534938812256,10.43,11.241628646850586,6.03,45.42,49.86,42.17,25.89,43.15,6.72,23.37,21.49884414672852,30.80320167541504,34.66,25.76
2007-09-28,29.86,21.8,13.07,6.65,19.860641479492188,13.205269813537598,47.33,24.97,8.650035858154297,5.211352348327637,3.309751272201538,16.412,1.256,3.802607297897339,7.327516078948975,15.977347373962402,51.68,11.55033016204834,10.163,17.101654052734375,674.5430297851562,16.035545349121094,18.09534072875977,42.22299957275391,29.39,3.083502531051636,9.30971622467041,,15.569170951843262,3.751077651977539,3.661,4.394473552703857,7.27,30.06,30.65,45.68,15.676986694335938,12.12883472442627,571.3427734375,10.04345417022705,10.18,11.015923500061035,6.23,45.52,50.93,41.64,25.85,43.02,6.75,22.98,21.10316276550293,30.222644805908203,34.11,25.66
2007-10-01,29.92,22.78,13.45,6.78,21.31516456604004,13.427566528320312,48.43,24.97,8.479741096496582,5.466977119445801,3.309751272201538,17.114,1.26,4.000343322753906,7.492178440093994,15.855873107910156,53.5,11.78648853302002,10.571,17.533430099487305,677.8285522460938,16.497413635253906,18.76127052307129,41.804954528808594,30.68,3.486070394515991,9.577444076538086,,16.056028366088867,3.583706855773926,3.722,4.669878005981445,7.56,31.54,30.01,46.02,15.9393949508667,12.148963928222656,582.325927734375,9.7676362991333,10.75,11.57163429260254,6.42,45.5,51.62,40.97,25.99,43.68,6.95,24.0,22.38089179992676,32.00333023071289,36.36,26.09
2007-10-02,29.72,23.27,12.9,6.958,21.223054885864254,13.65841293334961,48.11,24.79,8.334487915039062,5.382238388061523,3.309751272201538,17.063,1.251,4.027722358703613,7.576568603515625,15.024718284606934,54.51,11.593267440795898,10.401,17.575759887695312,648.2578125,16.54725456237793,18.648801803588867,40.949851989746094,30.6,3.5210657119750977,9.698674201965332,,16.228452682495117,3.640808582305908,3.653,4.4902663230896,7.49,30.65,30.06,46.02,16.007261276245117,12.221434593200684,565.7957763671875,9.900360107421877,10.49,11.35362434387207,6.42,45.01,50.05,41.65,25.85,43.55,6.74,24.53,22.21602249145508,31.71060943603516,35.8,25.59
2007-10-03,29.36,23.22,13.06,6.705,20.98511505126953,12.91029930114746,48.39,23.9,8.214278221130371,5.245246887207031,3.251242160797119,17.063,1.242,3.951670169830322,7.601268291473389,15.024718284606934,54.6,11.584681510925291,10.324,17.71968650817871,651.21484375,16.597089767456055,18.64583778381348,40.66481399536133,30.6,3.2058629989624023,9.375386238098145,,16.025602340698242,3.6880674362182617,3.501,4.514214992523193,7.55,29.31,30.21,45.68,15.5095796585083,12.19727611541748,556.9205932617188,9.77800464630127,10.62,11.115093231201172,6.27,44.51,50.38,43.04,25.48,43.42,6.74,23.74,21.203733444213867,29.320127487182617,33.02,24.74
2007-10-04,28.4,22.8,12.65,6.78,19.559371948242188,12.777770042419434,50.82,25.48,8.18923568725586,5.465564727783203,3.1634881496429443,17.063,1.25,4.150926113128662,7.451012134552002,15.408326148986816,55.74,11.537449836730955,10.495,17.838218688964844,639.715087890625,16.500732421875,18.63992118835449,40.21826553344727,30.74,3.0810561180114746,9.38548469543457,,16.527664184570312,3.619149684906006,3.538,4.759682655334473,8.08,30.27,29.9,44.44,15.654358863830566,11.844985961914062,596.3045043945312,9.89206314086914,10.9,10.942399978637695,6.45,44.69,50.15,44.06,25.23,42.85,6.68,23.63,21.320785522460938,28.393190383911133,32.12,25.82
2007-10-05,28.59,23.58,13.02,7.095,18.86856842041016,13.188170433044434,51.24,25.53,8.439669609069824,5.466977119445801,3.176856279373169,17.545,1.262,4.198079109191895,7.463362693786621,15.855873107910156,56.48,11.722082138061523,10.605,18.41391372680664,636.100830078125,16.763229370117188,18.796783447265625,41.044864654541016,30.99,3.1202096939086914,9.963369369506836,,16.583454132080078,3.662468194961548,3.681,4.897384166717529,8.53,30.71,30.84,44.29,16.25836181640625,11.915449142456056,603.4046020507812,9.728233337402344,10.88,11.65285301208496,6.62,45.57,50.44,45.61,25.85,43.64,6.78,24.92,22.751842498779297,29.53477668762207,33.48,26.56
2007-10-08,29.64,23.51,13.38,7.15,19.22740364074707,12.953048706054688,50.13,25.43,8.524820327758789,5.478276252746582,3.176856279373169,17.842,1.278,4.213289260864258,7.671250820159912,15.593738555908203,54.61,11.78648853302002,10.682,19.379045486450195,654.8291015625,17.40452003479004,19.8297061920166,42.47003173828125,30.7,3.658354997634888,10.080551147460938,,16.88773536682129,3.78061318397522,3.657,4.911752700805664,8.25,30.57,29.82,46.39,16.330753326416016,12.55775260925293,621.1550903320312,9.790447235107422,11.13,11.65114402770996,6.75,46.25,52.13,45.06,25.89,43.64,6.67,24.98,22.58698081970215,29.58843421936035,33.51,26.09
