,ACES4,AMBV4,ARCZ6,BBDC4,BRAP4,BBAS3,BRTP4,BRKM5,CMET4,CCRO3,CMIG4,CPLE6,CRTP5,ELET3,ELET6,ELPL4,EMBR3,EMBR4,EBTP3,EBTP4,GGBR4,GOAU4,ITSA4,ITUB4,PCAR4,PRGA4,PETR3,PETR4,SBSP3,SDIA4,CSNA3,CSTB4,CRUZ3,VCPA4,TCOC4,TNLP3,TNLP4,TMAR5,TMCP4,VIVT3,TSPP4,TCSL4,UBBR11,USIM5,VALE3,VALE5
2005-04-06,35.51,10.6,7.69,2.495,4.5909743309021,4.034111976623535,13.02,12.259088516235352,2.46,1.818324089050293,5924.31689453125,0.551,44.21,6.8228535652160645,6.196,15.38,12.953237533569336,20.63,3.38,2.18,5.656385898590088,6.719501495361328,1.297600030899048,4.3239922523498535,43.55,53.26,6.560353755950928,4.655063629150391,2.8849265575408936,4.07,5.0356059074401855,156.5,3.69,25.98,23.54,31.64,20.79,34.75,29.58,12.416744232177734,13.65,3.31,8.71,8.62261962890625,9.757113456726074,11.63
2005-04-07,37.92,10.64,7.75,2.529,4.724817276000977,4.054060459136963,13.32,12.376965522766112,2.5,1.9065927267074585,6084.5068359375,0.581,47.24,7.157771587371826,6.392,15.38,13.418874740600586,21.18,3.37,2.19,5.798784255981445,6.883337020874023,1.3217796087265017,4.3441972732543945,44.34,55.43,6.559787750244141,4.666104316711426,3.039165496826172,4.21,5.138198852539063,163.3,3.75,25.98,24.13,33.6,21.38,35.06,31.59,12.61403465270996,14.24,3.57,8.87,8.886408805847168,9.940058708190918,11.85
2005-04-08,37.8,10.42,7.67,2.495,4.705628395080566,3.989936351776123,13.12,12.48305320739746,2.52,1.8892916440963743,6000.38427734375,0.574,45.59,6.9108757972717285,6.222,14.96,12.953237533569336,20.63,3.26,2.2,5.593096256256104,6.809383392333984,1.3029741048812866,4.313889980316162,45.54,55.97,6.475520133972168,4.599864959716797,2.960620164871216,4.2,4.873167514801025,161.75,3.74,25.99,23.35,33.46,21.12,34.94,31.09,12.581693649291992,13.76,3.45,8.99,8.672080039978027,9.940058708190918,11.89
2005-04-11,38.12,10.42,7.55,2.495,4.652858734130859,3.875940322875977,13.08,12.550240516662598,2.53,1.9027087688446045,6161.46826171875,0.582,45.03,6.913023948669434,6.196,14.7,13.24954891204834,21.02,3.37,2.21,5.550902366638184,6.520397186279297,1.3110322952270508,4.354300022125244,45.21,54.9,6.475520133972168,4.622865200042725,2.910330295562744,4.09,4.659430503845215,159.11,3.75,25.81,23.59,33.6,21.37,34.31,31.42,12.791922569274902,14.04,3.47,8.99,8.482481002807617,9.89127254486084,11.83
2005-04-12,38.71,10.33,7.57,2.495,4.60536527633667,3.947188138961792,13.32,12.612715721130373,2.52,1.9062397480010984,6389.66943359375,0.606,47.15,7.342403888702393,6.545,14.91,12.995566368103027,20.87,3.37,2.27,5.517941951751709,6.299104690551758,1.3164063692092896,4.31894063949585,45.54,54.29,6.4189653396606445,4.599864959716797,2.983950614929199,4.11,4.763734817504883,151.79,3.73,25.98,24.76,34.02,21.93,35.3,31.67,13.099193572998049,14.3,3.61,8.85,8.45775032043457,9.66563892364502,11.67
2005-04-13,38.42,10.34,7.51,2.495,4.399084091186523,3.989936351776123,13.12,12.730591773986816,2.48,1.887173533439636,6479.16064453125,0.606,47.15,7.402516841888428,6.647,15.12,12.851641654968262,20.4,3.37,2.22,5.320165634155273,6.195000171661377,1.3190925121307373,4.3239922523498535,44.85,54.13,6.283232688903809,4.507867813110352,3.059903860092163,4.11,4.655157566070557,152.31,3.71,25.18,25.22,34.02,21.98,36.99,33.18,12.937472343444824,14.21,3.65,9.04,8.408288955688477,9.209491729736328,11.25
2005-04-14,35.27,10.14,7.24,2.453,4.101653099060059,3.920114755630493,12.68,11.786405563354492,2.27,1.828916430473328,6309.12841796875,0.587,45.77,6.913023948669434,6.29,15.6,12.428335189819336,19.85,3.24,2.07,5.082834243774414,5.966317176818848,1.289540410041809,4.222862243652344,44.55,51.66,6.136190891265869,4.386891841888428,2.84578275680542,3.99,4.352506160736084,139.22,3.46,23.96,24.63,33.41,21.17,35.42,33.09,12.517006874084473,13.61,3.5,8.64,7.91368293762207,8.769203186035156,10.63
2005-04-15,33.92,10.05,7.2,2.453,4.077667713165283,3.847438335418701,12.76,11.66970920562744,2.28,1.800670504570007,6022.75732421875,0.586,44.21,6.773475170135498,6.145,14.86,12.038888931274414,19.49,3.3,2.0,4.855391025543213,5.845145225524902,1.2626757621765137,4.153253555297852,44.26,49.61,6.079637050628662,4.314672946929932,2.8157126903533936,3.98,4.488443374633789,130.84,3.37,23.55,24.41,32.47,20.85,35.17,32.43,12.371459007263184,13.72,3.38,8.34,8.062067031860352,8.720418930053711,10.65
2005-04-18,34.63,10.05,7.24,2.426,4.158261775970459,3.989936351776123,12.83,11.66970920562744,2.33,1.8391550779342647,6262.59326171875,0.589,44.49,6.83788013458252,6.162,15.7,12.436797142028809,19.4,3.06,2.0,4.944391250610352,5.957782745361328,1.2626757621765137,4.202758312225342,43.85,48.9,6.017427444458008,4.27281379699707,2.797567129135132,3.98,4.548288345336914,133.99,3.38,24.44,24.95,33.89,21.16,35.15,32.43,12.196802139282228,13.93,3.46,8.49,8.078553199768066,8.757007598876953,10.88
2005-04-19,35.45,10.06,7.36,2.46,4.269076824188232,4.203682899475098,13.02,12.198972702026367,2.37,1.8889394998550413,6490.7958984375,0.601,45.13,7.041836738586426,6.341,16.92,12.44526195526123,19.8,2.88,2.15,5.20150089263916,6.092605113983154,1.289540410041809,4.303786277770996,43.93,52.72,6.18200159072876,4.41541051864624,3.0272409915924072,4.26,4.658576488494873,141.83,3.48,24.6,25.37,35.81,21.47,34.92,32.43,12.12888240814209,14.02,3.54,8.64,8.604484558105469,8.964348793029785,11.14
2005-04-20,34.45,9.95,7.16,2.392,4.221584796905518,4.203682899475098,12.51,11.822948455810549,2.36,1.860693454742432,6353.87353515625,0.587,44.67,6.741271018981934,6.145,15.94,12.335205078125,19.6,2.99,2.18,4.964168071746826,5.973143577575684,1.276107907295227,4.209827899932861,43.35,54.02,6.108480930328369,4.358372688293457,3.018428087234497,4.31,4.556838035583496,140.27,3.52,23.49,24.26,34.78,21.09,34.7,31.34,12.222678184509276,13.48,3.43,8.43,8.530291557312012,8.854578971862793,10.99
2005-04-22,34.58,9.89,6.98,2.378,4.125639915466309,4.260683536529541,12.16,11.728649139404297,2.34,1.8430397510528564,6219.63818359375,0.58,45.12,6.6553955078125,6.094,15.52,12.055819511413574,19.39,2.82,2.15,4.7960591316223145,5.8707451820373535,1.292227268218994,4.334092140197754,42.33,55.54,6.023647785186768,4.282474517822266,2.903590679168701,4.28,4.519221782684326,141.43,3.41,22.66,23.46,35.4,20.87,34.14,30.33,12.12564754486084,13.04,3.36,8.39,8.597888946533203,8.81799030303955,10.85
2005-04-25,34.91,10.15,6.97,2.406,4.183206558227539,4.274932384490967,12.24,12.05280590057373,2.34,1.818324089050293,6354.7685546875,0.585,45.13,6.741271018981934,6.196,16.26,11.996557235717772,19.29,2.76,2.19,4.8850579261779785,5.879278659820557,1.340585708618164,4.364403247833252,42.73,54.23,6.249869346618652,4.410810470581055,2.9494731426239014,4.29,4.710729122161865,141.63,3.51,24.13,24.54,35.19,21.38,34.99,30.33,11.967164993286133,13.25,3.42,8.49,8.75451374053955,9.06191635131836,11.15
2005-04-26,35.39,10.25,6.89,2.495,4.173614025115967,4.274932384490967,12.01,12.04691219329834,2.33,1.853631615638733,6591.02392578125,0.598,45.13,6.784209251403809,6.222,16.98,12.19974422454834,19.29,2.69,2.19,5.013614177703857,6.041407108306885,1.3808832168579102,4.485636234283447,42.79,53.26,6.295111656188965,4.457269191741943,3.025426149368286,4.24,4.787672519683838,142.36,3.65,23.67,23.89,35.15,21.41,35.49,29.58,11.973630905151367,13.07,3.42,8.68,8.771001815795898,8.878971099853516,10.99
2005-04-27,35.1,10.18,6.97,2.529,4.044566631317139,4.272083759307861,11.94,11.940824508666992,2.3,1.8815245628356931,6707.36279296875,0.603,45.13,6.998898983001709,6.341,17.15,11.911893844604492,18.68,2.64,2.24,4.964168071746826,5.9816765785217285,1.3889427185058594,4.556457996368408,41.56,52.33,6.073981761932373,4.333074569702148,3.0993056297302246,4.14,4.740650653839111,140.43,3.56,23.67,24.29,35.06,21.34,35.54,30.33,11.999506950378418,13.04,3.39,8.64,8.75451374053955,8.720418930053711,10.79
2005-04-28,33.02,10.03,6.89,2.399,3.861790657043457,4.153811454772949,12.79,11.49289608001709,2.17,1.8366841077804563,6353.87353515625,0.589,43.2,6.676863670349121,6.128,16.59,11.59864902496338,18.68,2.64,2.1,4.843526840209961,5.700086116790772,1.337898850440979,4.31894063949585,40.75,51.62,5.966528415679932,4.227275848388672,3.04149866104126,4.11,4.592746257781982,131.37,3.48,23.25,24.6,33.21,20.75,33.96,33.27,11.934814453125,12.41,3.36,8.19,8.210450172424316,8.25695514678955,10.2
2005-04-29,34.04,10.13,6.75,2.522,3.751453399658203,4.168059349060059,12.51,11.582481384277344,2.13,1.871285080909729,6523.90673828125,0.636,44.77,6.741271018981934,6.145,17.35,11.852632522583008,18.37,2.68,2.19,4.811882019042969,5.674487113952637,1.3217796087265017,4.465426445007324,40.51,51.85,6.079637050628662,4.346873283386231,3.03009295463562,4.1,4.71671199798584,131.37,3.42,23.02,25.47,33.47,21.02,33.78,36.28,11.967164993286133,12.48,3.57,8.04,8.243424415588379,8.35452651977539,10.35
2005-05-02,33.21,10.02,6.85,2.59,3.717873573303223,4.160935401916504,12.48,11.610770225524902,2.12,1.8395087718963623,6228.5869140625,0.624,43.11,6.610311985015869,5.907,18.13,11.59864902496338,18.42,2.69,2.14,4.8059492111206055,5.812722206115723,1.3378974199295044,4.475532531738281,40.99,50.55,6.051360607147217,4.333074569702148,3.0876407623291016,4.0,3.8480918407440186,131.89,3.51,23.25,23.92,33.55,20.66,33.5,33.68,11.853957176208496,11.97,3.4,8.3,8.243424415588379,8.29354476928711,10.35
2005-05-03,33.09,10.05,6.83,2.542,3.834925651550293,4.217932224273682,12.99,11.609591484069824,2.16,1.818324089050293,6086.2939453125,0.608,43.94,6.292569637298584,5.779,18.68,11.429325103759766,18.64,2.48,2.16,4.922635555267334,5.913409233093262,1.3298214673995972,4.367532730102539,40.44,50.21,6.032697677612305,4.3155927658081055,3.13430118560791,3.9,3.889984607696533,137.44,3.48,23.12,23.78,33.47,20.63,33.36,33.35,11.837787628173828,11.59,3.38,8.17,8.428074836730957,8.250855445861816,10.34
2005-05-04,33.83,10.22,6.95,2.611,3.9327898025512695,4.435954570770264,13.49,12.02333641052246,2.24,1.8359780311584477,6351.189453125,0.645,45.67,6.64895486831665,6.017,19.45,12.106618881225586,18.99,2.67,2.26,5.070966720581055,6.143803119659424,1.3836592435836792,4.556356430053711,44.12,51.95,6.113570213317871,4.380452156066895,3.2719502449035645,3.95,3.945555210113525,149.69,3.53,24.06,24.23,34.28,20.95,33.94,34.11,12.09654140472412,11.92,3.5,8.52,8.76275634765625,8.476490020751953,10.56
2005-05-05,33.34,10.05,7.01,2.611,3.9049668312072754,4.416004657745361,13.03,11.864203453063965,2.2,1.8359780311584477,6442.4716796875,0.639,45.59,6.71980094909668,6.001,19.7,12.005023956298828,18.87,2.75,2.4,5.021525859832764,6.101139545440674,1.3782764673233032,4.495738983154297,45.99,50.7,6.209712982177734,4.4618682861328125,3.2488789558410645,3.9,3.889984607696533,152.62,3.51,24.35,24.32,34.28,20.86,33.63,34.11,11.967164993286133,12.2,3.56,8.52,8.812219619750977,8.366722106933594,10.34
2005-05-06,33.02,10.1,7.22,2.604,3.852197408676148,4.376107215881348,13.27,11.657922744750977,2.22,1.8320943117141724,6152.5185546875,0.614,46.31,6.6983323097229,6.017,19.25,11.852632522583008,18.88,2.81,2.47,5.237099647521973,6.118205547332764,1.3728922605514526,4.475532531738281,44.51,49.99,6.334132671356201,4.541446685791016,3.269617319107056,3.95,4.026774883270264,152.84,3.65,25.1,24.09,34.31,20.73,33.24,34.86,12.280899047851562,12.2,3.53,8.59,8.75451374053955,8.46429443359375,10.48
2005-05-09,32.84,10.12,7.2,2.706,3.780237674713135,4.303431510925293,13.22,11.339656829833984,2.21,1.811262369155884,6094.35009765625,0.606,45.85,6.71980094909668,6.145,19.3,11.996557235717772,18.69,2.82,2.51,5.104589939117432,6.058472633361816,1.370200276374817,4.465426445007324,44.65,48.6,6.339788436889648,4.549266815185547,3.2029964923858643,3.98,3.9583799839019775,150.73,3.51,24.85,23.51,34.56,20.6,32.61,33.68,12.057724952697754,11.84,3.54,8.77,8.345640182495117,8.5984525680542,10.59
2005-05-10,31.4,10.17,6.98,2.638,3.740900754928589,4.203682899475098,13.12,11.009604454040527,2.16,1.7833702564239502,5951.1630859375,0.578,44.24,6.651101112365723,6.043,19.13,11.971160888671877,18.88,2.76,2.35,4.887035846710205,5.874161720275879,1.3325135707855225,4.313889980316162,44.46,46.3,6.226678848266602,4.448068618774414,3.110970497131348,3.86,3.7873919010162354,141.31,3.45,24.68,23.25,33.22,20.18,32.11,32.85,11.967164993286133,11.29,3.54,8.57,7.95984935760498,8.317935943603516,10.35
2005-05-11,30.35,10.05,6.98,2.556,3.770642518997192,4.246435165405273,12.92,10.83279037475586,2.12,1.8359780311584477,6130.14404296875,0.586,44.57,7.061158657073975,6.349,19.11,12.021954536437988,18.82,2.81,2.48,4.786170959472656,5.797362804412842,1.316361665725708,4.273577690124512,43.85,47.25,6.243644714355469,4.457269191741943,3.0876407623291016,3.75,3.778841972351074,137.76,3.38,24.5,22.97,32.55,19.97,32.11,31.67,12.09329891204834,11.25,3.46,8.59,7.798277378082275,8.25695514678955,10.2
2005-05-12,28.94,9.99,6.79,2.501,3.636320114135742,4.260683536529541,12.67,10.490951538085938,2.09,1.818677544593811,6192.7890625,0.568,44.75,7.02036714553833,6.341,18.77,11.522453308105469,18.59,2.88,2.51,4.538952827453613,5.54990291595459,1.292133331298828,4.162348747253418,42.64,46.94,6.079637050628662,4.369870185852051,3.0993056297302246,3.71,3.5907554626464844,129.3,3.29,23.87,22.53,31.23,19.56,32.41,31.42,11.934814453125,11.24,3.39,8.3,7.4190802574157715,7.878867149353027,9.79
2005-05-13,28.47,10.13,6.69,2.495,3.5739548206329346,4.239309310913086,12.86,10.473268508911133,2.07,1.850101113319397,5870.62255859375,0.553,43.56,7.181386470794678,6.426,17.76,11.852632522583008,18.48,3.01,2.57,4.430175304412842,5.409958839416504,1.305593490600586,4.21286153793335,42.01,49.03,5.898662090301514,4.254874706268311,3.064570188522339,3.69,3.4967103004455566,123.52,3.32,23.92,22.6,31.34,19.84,32.98,31.09,11.902472496032717,10.78,3.36,8.45,7.095937728881836,7.805688381195068,9.62
2005-05-16,28.94,10.26,6.83,2.542,3.770642518997192,4.309132099151611,13.04,10.797428131103516,2.18,1.8310348987579343,6112.248046875,0.567,44.03,7.434720993041992,6.656,17.25,11.852632522583008,18.48,3.01,2.6,4.557328701019287,5.413454532623291,1.3271291255950928,4.273476600646973,42.15,48.14,5.983494758605957,4.312833309173584,3.1337833404541016,3.61,3.505260705947876,124.57,3.42,24.5,23.23,31.62,20.39,33.31,30.92,12.12888240814209,11.1,3.4,8.44,7.089341640472412,8.147188186645508,10.08
2005-05-17,29.69,10.2,6.97,2.501,3.769683361053467,4.296306610107422,12.95,10.934165000915527,2.18,1.9065927267074585,6201.74072265625,0.567,45.13,7.353137969970703,6.554,18.02,11.420860290527344,18.27,2.98,2.62,4.621913909912109,5.443141460418701,1.3325135707855225,4.2936835289001465,40.67,49.79,6.153157711029053,4.422770977020264,3.1568539142608643,3.63,3.479612112045288,121.95,3.42,24.57,23.5,31.41,20.22,32.8,31.09,11.837787628173828,10.97,3.36,8.45,7.0514235496521,8.171579360961914,10.14
2005-05-18,30.54,10.4,7.01,2.569,3.952938318252564,4.303431510925293,13.17,11.070899963378906,2.3,1.9542570114135744,6349.39892578125,0.585,44.67,7.600032329559326,6.835,18.25,11.767972946166992,18.47,3.01,2.59,4.611822605133057,5.500768184661865,1.3459731340408323,4.323892593383789,40.75,52.33,6.192747116088867,4.466468811035156,3.1889984607696533,3.72,3.607853651046753,124.83,3.45,25.24,23.24,32.29,20.42,32.91,31.42,12.342355728149414,11.04,3.46,8.49,7.212995529174805,8.628945350646973,10.63
2005-05-19,29.89,10.39,6.93,2.556,3.9241552352905273,4.310558795928955,13.19,10.882296562194824,2.33,1.903061866760254,6309.12841796875,0.59,44.01,7.5785627365112305,6.741,18.68,12.191279411315918,18.88,2.97,2.61,4.472560405731201,5.317409992218018,1.3459731340408323,4.31894063949585,40.46,53.09,6.2860636711120605,4.508327007293701,3.1682605743408203,3.67,3.521505117416382,125.82,3.44,25.19,23.1,32.55,20.26,33.36,31.09,11.902472496032717,10.78,3.47,8.36,7.049773693084717,8.5984525680542,10.67
2005-05-20,29.02,10.41,6.95,2.495,3.775440216064453,4.276358604431152,13.23,10.509812355041504,2.27,1.8889394998550413,6237.53564453125,0.597,42.02,7.426134586334228,6.528,17.58,11.776436805725098,18.48,2.94,2.6,4.35953426361084,5.188185214996338,1.3298214673995972,4.2936835289001465,39.78,52.43,6.305855751037598,4.5170674324035645,3.22580885887146,3.68,3.526634693145752,125.7,3.44,25.1,22.23,32.39,20.13,33.24,31.26,11.74075698852539,10.73,3.46,8.27,6.973934650421143,8.46429443359375,10.42
2005-05-23,28.56,10.35,6.97,2.467,3.82820987701416,4.282058238983154,12.92,10.06659698486328,2.23,1.871285080909729,6058.5546875,0.589,41.91,7.383194446563721,6.528,17.8,11.767972946166992,18.37,3.0,2.61,4.329258918762207,5.137544631958008,1.316361665725708,4.243169784545898,39.06,51.51,6.187092304229736,4.422770977020264,3.1682605743408203,3.71,3.4625136852264404,125.63,3.4,24.18,22.23,32.08,19.89,33.3,31.09,11.708413124084473,10.66,3.36,8.17,6.662333965301514,8.445999145507812,10.4
2005-05-24,28.46,10.3,7.08,2.453,3.981723070144653,4.310558795928955,13.04,10.321208953857422,2.32,1.8889394998550413,6013.8076171875,0.608,41.1,7.471218585968018,6.554,18.02,11.767972946166992,18.37,2.97,2.61,4.480633735656738,5.326140403747559,1.3082854747772217,4.233068943023682,39.09,52.16,6.260611534118652,4.503267765045166,3.1337833404541016,3.74,3.522359132766724,130.84,3.41,24.26,22.07,32.35,20.05,33.73,32.34,11.692241668701172,10.66,3.42,8.15,6.949203968048096,8.647241592407227,10.73
2005-05-25,28.23,10.39,6.98,2.495,3.866587638854981,4.303431510925293,12.83,10.349499702453612,2.31,1.8991779088974,6156.9931640625,0.608,43.28,7.524889945983887,6.537,18.64,11.725641250610352,18.27,2.92,2.6,4.480633735656738,5.310423374176025,1.3082854747772217,4.243169784545898,39.17,51.96,6.303028106689453,4.537766933441162,3.2719502449035645,3.78,3.389843463897705,126.66,3.48,23.97,22.6,31.7,20.05,33.69,32.43,11.546697616577148,10.66,3.38,8.1,6.726632118225098,8.56064510345459,10.56
2005-05-27,29.32,10.37,7.19,2.46,3.981723070144653,4.416004657745361,13.33,10.60882568359375,2.35,1.9401346445083616,6541.80712890625,0.633,44.03,7.876981735229492,6.903,19.45,12.01348876953125,18.58,2.95,2.69,4.712737560272217,5.762709617614746,1.3217449188232422,4.27337646484375,40.25,54.02,6.438760280609131,4.636663913726807,3.363976001739502,4.02,3.5480077266693115,130.84,3.51,24.17,22.87,33.21,20.6,34.92,33.27,11.643721580505373,11.28,3.4,8.34,7.114071369171143,8.61552906036377,10.67
2005-05-30,29.65,10.37,7.22,2.467,3.952938318252564,4.403181076049805,13.49,10.891730308532717,2.36,1.9948608875274656,6667.09326171875,0.656,44.02,7.922066211700439,7.039,19.75,12.233612060546877,18.87,2.91,2.62,4.82374382019043,5.82557487487793,1.3190540075302124,4.308734893798828,40.05,55.71,6.440455913543701,4.6688642501831055,3.375640869140625,4.0,3.6506001949310303,134.72,3.57,24.5,22.88,32.81,20.6,34.92,33.6,11.934814453125,11.26,3.42,8.25,7.377861022949219,8.647241592407227,10.75
2005-05-31,30.07,10.33,7.32,2.446,3.885777711868286,4.3746843338012695,13.08,10.825716972351074,2.33,2.0831291675567627,6532.85595703125,0.636,44.03,7.685909271240234,6.835,20.56,12.191279411315918,18.18,2.88,2.56,4.904476165771484,5.832559108734131,1.3244376182556152,4.283580303192139,41.42,54.84,6.340354919433594,4.6251654624938965,3.2719502449035645,4.01,3.6506001949310303,135.66,3.48,24.18,22.8,33.07,20.52,35.1,33.6,11.805448532104492,10.93,3.36,8.44,7.435564994812012,8.53137493133545,10.5
2005-06-01,30.76,10.97,7.55,2.453,4.00858736038208,4.403181076049805,13.8,11.042609214782717,2.41,2.0690057277679443,6667.09326171875,0.649,46.78,8.136756896972656,7.243,20.87,12.233612060546877,18.89,2.81,2.64,5.005391597747803,5.919875144958496,1.3459731340408323,4.404611587524414,42.35,55.97,6.5829758644104,4.765460014343262,3.421783447265625,4.04,3.6856532096862793,135.91,3.51,24.78,23.07,33.38,21.18,36.27,34.77,11.837787628173828,11.61,3.53,8.47,7.435564994812012,8.757007598876953,10.86
2005-06-02,32.16,11.09,7.59,2.501,4.096857070922852,4.488677978515625,14.17,12.02333641052246,2.52,2.026637077331543,6898.87548828125,0.654,49.52,8.338566780090332,7.362,21.11,12.529924392700195,19.13,2.93,2.72,5.257678985595703,6.14688777923584,1.394428253173828,4.647279262542725,42.97,58.14,6.6451849937438965,4.788458824157715,3.5482847690582275,4.28,3.799360036849976,142.89,3.62,25.42,23.69,35.18,21.71,37.66,36.19,11.902472496032717,11.74,3.58,8.77,7.583950042724609,8.877751350402832,11.05
2005-06-03,32.27,11.19,7.55,2.59,4.0632758140563965,4.588426113128662,14.11,11.787585258483888,2.5,2.0831291675567627,6711.837890625,0.644,47.24,8.168960571289062,7.243,20.42,12.953237533569336,19.81,2.88,2.65,5.086123466491699,6.077038288116455,1.4025033712387085,4.63839054107666,43.47,58.68,6.628783226013184,4.782938957214356,3.5024025440216064,4.42,3.724125623703003,144.98,3.64,25.37,23.19,34.67,21.47,36.55,35.35,11.808679580688477,11.3,3.58,8.82,7.254212379455566,8.89726448059082,11.12
2005-06-06,31.05,11.05,7.5,2.638,4.048884391784668,4.42455530166626,14.01,11.17462921142578,2.45,2.047821283340454,6488.109375,0.618,44.11,7.932802677154541,6.962,19.56,13.037898063659668,20.26,2.78,2.52,4.942824840545654,5.71032190322876,1.3728922605514526,4.586662292480469,43.06,60.2,6.616908073425293,4.730960369110107,3.398712158203125,4.43,3.5651066303253174,142.36,3.51,24.7,23.06,33.06,20.73,34.86,33.27,11.75692653656006,10.87,3.47,8.77,6.776093482971191,8.683829307556152,10.88
2005-06-07,29.8,10.94,7.57,2.624,3.885777711868286,4.330506324768066,13.91,10.684267044067385,2.41,2.022400140762329,6300.1806640625,0.58,43.02,7.771783828735352,6.928,19.77,12.699249267578123,19.6,2.72,2.36,4.7631940841674805,5.547916889190674,1.3863521814346311,4.495738983154297,42.24,58.14,6.447242736816406,4.609064102172852,3.3066868782043457,4.33,3.505260705947876,136.1,3.39,25.06,22.23,32.55,20.63,34.26,32.43,11.676061630249023,10.71,3.46,8.78,6.5947370529174805,8.586257934570312,10.59
2005-06-08,28.45,11.03,7.67,2.556,3.885777711868286,4.217932224273682,13.87,10.420225143432615,2.33,2.051352024078369,6359.24365234375,0.583,43.04,7.793251991271973,6.835,19.21,12.61458683013916,19.72,2.59,2.27,4.5411810874938965,5.258033275604248,1.3782764673233032,4.50078821182251,42.47,55.99,6.475520133972168,4.613664627075195,3.3642349243164062,4.19,3.437719345092773,125.62,3.31,25.38,22.01,32.69,20.53,34.39,31.84,11.643721580505373,10.39,3.42,8.77,6.347434520721436,8.535035133361816,10.5
2005-06-09,27.52,11.24,7.67,2.542,3.866587638854981,4.1181840896606445,13.74,10.231623649597168,2.28,2.0548830032348637,6174.8916015625,0.58,41.1,7.546359539031982,6.63,18.58,12.826244354248049,20.41,2.55,2.32,4.478612899780273,5.090391159057617,1.3728922605514526,4.475532531738281,41.84,55.43,6.539425849914551,4.655063629150391,3.22580885887146,4.31,3.4197652339935303,119.92,3.27,25.11,21.88,32.22,20.57,34.29,32.51,11.643721580505373,10.25,3.39,8.74,6.240270137786865,8.439898490905762,10.29
2005-06-10,28.33,11.33,7.69,2.556,3.885777711868286,4.168059349060059,14.12,10.467376708984377,2.34,2.0792453289031982,6442.4716796875,0.608,41.45,7.728846073150635,6.741,19.11,12.961702346801758,20.22,2.69,2.46,4.642095565795898,5.324394226074219,1.3675081729888916,4.465426445007324,43.06,57.28,6.537730693817139,4.678060531616211,3.2742836475372314,4.45,3.4539639949798584,124.03,3.32,25.54,21.66,32.69,21.0,35.03,33.09,11.676061630249023,10.47,3.46,8.64,6.3968939781188965,8.488683700561523,10.41
2005-06-13,27.75,11.54,7.69,2.542,3.885777711868286,4.111060619354248,13.92,10.325923919677734,2.36,2.0216944217681885,6492.58544921875,0.61,43.11,7.63653039932251,6.656,18.91,13.22415256500244,20.87,2.65,2.4,4.613840103149414,5.411706924438477,1.3594330549240112,4.45027494430542,43.35,58.47,6.544517517089844,4.653223037719727,3.226067304611206,4.47,3.4531095027923584,125.62,3.31,25.32,21.79,33.19,20.99,35.39,32.76,11.92834758758545,10.3,3.39,8.65,6.479329586029053,8.458195686340332,10.39
2005-06-14,29.2,11.94,7.65,2.611,3.885777711868286,4.380380153656006,14.38,10.60882568359375,2.46,1.9895641803741453,6622.34716796875,0.618,45.4,8.072351455688477,7.03,19.9,13.545865058898926,21.03,2.75,2.57,4.82374382019043,5.762709617614746,1.3567407131195068,4.475532531738281,43.85,57.6,6.666676044464111,4.73786211013794,3.3647537231445312,4.48,3.6249520778656006,126.97,3.51,25.73,22.78,33.71,21.62,36.59,34.52,12.12888240814209,10.79,3.57,8.77,6.743119716644287,8.53747272491455,10.56
2005-06-15,28.94,12.3,7.59,2.611,3.9097633361816406,4.339056968688965,14.22,10.231623649597168,2.42,1.9242461919784544,6532.85595703125,0.608,44.12,7.836190700531006,6.877,18.48,13.359610557556152,20.93,2.69,2.51,4.799525260925293,5.623006343841553,1.3325135707855225,4.409866809844971,43.06,56.53,6.673462867736816,4.781559944152832,3.318093061447144,4.36,3.539458751678467,125.09,3.44,24.78,22.65,34.42,21.66,36.34,33.6,12.161225318908691,10.56,3.47,8.66,6.677172660827637,8.592354774475098,10.59
2005-06-16,29.68,12.68,7.57,2.631,4.101653099060059,4.431680679321289,14.22,10.377790451049805,2.49,1.9662615060806277,6514.95751953125,0.616,44.77,7.836190700531006,6.835,19.11,13.291879653930664,20.21,2.69,2.56,4.82374382019043,5.720798015594482,1.3378974199295044,4.394711971282959,42.39,58.25,6.732844829559326,4.852859020233154,3.329498291015625,4.45,3.676248550415039,126.87,3.4,24.78,22.6,35.06,21.79,36.16,34.18,12.048023223876951,10.56,3.43,8.73,6.726632118225098,8.83018684387207,10.76
2005-06-17,30.31,12.27,7.59,2.659,4.1400322914123535,4.59982967376709,14.57,10.311779975891112,2.54,2.011807680130005,6532.85595703125,0.631,44.93,7.876981735229492,6.835,20.01,13.080224990844728,20.45,2.7,2.62,4.803561210632324,5.71032190322876,1.3459731340408323,4.4310808181762695,42.64,58.26,6.916082382202148,4.95405387878418,3.318093061447144,4.42,3.710446834564209,128.23,3.4,24.63,23.51,36.08,21.96,36.69,34.69,11.841024398803713,11.1,3.43,8.87,6.809067249298096,8.999714851379395,10.97
